,hwr,awr,hspa,aspa,hrpa,arpa,hda,ada,hts,ats,hhspa,haspa,hhrpa,harpa,hhda,hada,homes,aways,hq1,hq2,hq3,hq4,aq1,aq2,aq3,aq4,league
2789,0.0,33.33,78.5,82.67,81.5,90.0,-3.0,-7.33,160.0,172.67,36.0,42.33,46.5,39.67,-10.5,2.67,85,83,20,12,22,22,27,22,16,11,Lega Basket Serie A
2790,0.0,100.0,89.0,84.0,89.0,75.0,0.0,9.0,178.0,159.0,46.0,40.5,50.0,34.0,-4.0,6.5,,,,,,,,,,,LNB Pro A
2791,100.0,0.0,69.0,60.0,60.0,69.0,9.0,-9.0,129.0,129.0,31.0,30.0,30.0,31.0,1.0,-1.0,69,60,13,18,20,18,11,19,14,16,Basket League
2792,100.0,0.0,88.0,64.0,73.5,75.0,14.5,-11.0,161.5,139.0,50.0,38.0,40.0,47.0,10.0,-9.0,75,64,25,22,14,14,26,12,13,13,United League
2793,0.0,50.0,99.0,97.0,114.0,96.5,-15.0,0.5,213.0,193.5,51.0,49.0,50.0,49.5,1.0,-0.5,99,114,25,26,25,23,28,22,32,32,United League
2794,50.0,100.0,81.5,91.67,81.5,67.67,0.0,24.0,163.0,159.33,41.0,50.0,44.0,31.33,-3.0,18.67,73,76,18,17,18,20,24,16,15,21,Adriatic League
2795,100.0,0.0,82.33,73.5,72.67,81.5,9.67,-8.0,155.0,155.0,44.67,35.5,36.67,42.0,8.0,-6.5,77,76,12,30,23,12,16,16,26,18,Adriatic League
2796,33.33,50.0,80.67,89.5,80.67,75.5,0.0,14.0,161.33,165.0,38.33,47.0,45.0,38.5,-6.67,8.5,86,77,16,22,26,22,19,21,24,13,Adriatic League
2797,40.0,33.33,75.0,85.33,74.6,91.5,0.4,-6.17,149.6,176.83,40.0,45.83,38.0,45.33,2.0,0.5,86,95,25,27,22,12,20,29,27,19,PLK
2798,,,,,,,,,,,,,,,,,,,,,,,,,,,BBL Cup
2799,33.33,50.0,88.67,76.5,91.0,79.5,-2.33,-3.0,179.67,156.0,43.33,39.0,50.0,40.0,-6.67,-1.0,80,89,15,21,16,28,23,24,17,25,BBL Cup
2800,0.0,50.0,108.0,103.5,108.0,97.5,0.0,6.0,216.0,201.0,49.0,57.5,53.0,43.5,-4.0,14.0,119,123,24,25,30,29,27,26,26,29,BBL Cup
2801,66.67,0.0,79.0,71.0,73.67,79.0,5.33,-8.0,152.67,150.0,35.67,32.5,32.0,38.5,3.67,-6.0,80,75,22,14,15,29,15,13,24,23,BBL Cup
2802,0.0,50.0,72.0,85.5,99.0,82.0,-27.0,3.5,171.0,167.5,29.0,38.0,43.0,35.5,-14.0,2.5,72,99,21,8,21,22,24,19,16,40,BBL Cup
2803,50.0,100.0,79.5,97.0,95.5,60.0,-16.0,37.0,175.0,157.0,40.0,49.0,46.5,28.0,-6.5,21.0,60,97,14,14,19,13,31,18,27,21,BBL Cup
2804,100.0,0.0,88.0,75.2,78.33,97.4,9.67,-22.2,166.33,172.6,43.0,39.0,35.67,48.6,7.33,-9.6,96,77,18,29,17,32,20,16,18,23,LKL
2805,75.0,25.0,88.5,88.75,79.5,85.5,9.0,3.25,168.0,174.25,44.25,42.25,41.5,44.5,2.75,-2.25,81,74,17,25,19,20,16,17,14,27,LKL
2806,75.0,100.0,97.75,86.67,80.75,67.0,17.0,19.67,178.5,153.67,52.0,42.33,39.0,34.0,13.0,8.33,72,84,24,18,10,20,16,18,28,22,LKL
2807,0.0,100.0,78.0,81.0,81.0,78.0,-3.0,3.0,159.0,159.0,41.0,42.0,42.0,41.0,-1.0,1.0,78,81,20,21,18,19,24,18,22,17,LEB Oro
2808,50.0,100.0,90.5,96.0,82.5,94.0,8.0,2.0,173.0,190.0,38.5,51.0,47.5,47.0,-9.0,4.0,94,96,19,28,21,26,30,21,19,26,CBA
2809,0.0,100.0,97.0,106.5,105.0,97.0,-8.0,9.5,202.0,203.5,55.0,52.5,47.0,48.5,8.0,4.0,97,105,32,23,23,19,25,22,32,26,CBA
2810,100.0,0.0,110.5,83.0,91.0,95.5,19.5,-12.5,201.5,178.5,52.5,38.0,39.5,47.0,13.0,-9.0,99,88,27,20,26,26,17,24,24,23,CBA
2811,66.67,0.0,117.0,111.0,118.33,123.0,-1.33,-12.0,235.33,234.0,59.67,56.0,59.0,64.0,0.67,-8.0,123,111,32,32,38,21,29,27,28,27,CBA
2812,0.0,100.0,90.0,109.0,104.5,88.5,-14.5,20.5,194.5,197.5,45.5,54.5,52.0,46.5,-6.5,8.0,86,107,23,22,25,16,27,24,32,24,CBA
2813,20.0,50.0,87.2,84.25,88.0,81.5,-0.8,2.75,175.2,165.75,44.2,36.25,39.2,37.25,5.0,-1.0,87,98,23,20,21,23,22,18,28,30,B1 League
2814,50.0,33.33,66.75,68.67,68.0,69.83,-1.25,-1.17,134.75,138.5,31.0,32.0,30.5,29.5,0.5,2.5,68,48,8,19,24,17,7,11,18,12,B1 League
2815,16.67,60.0,67.17,75.0,76.83,71.6,-9.67,3.4,144.0,146.6,33.67,31.8,35.5,34.6,-1.83,-2.8,62,80,19,16,14,13,17,22,17,24,B1 League
2816,50.0,80.0,85.5,90.6,83.25,82.2,2.25,8.4,168.75,172.8,43.5,47.0,42.75,40.8,0.75,6.2,99,77,28,17,22,32,24,21,20,12,B1 League
2817,14.29,25.0,79.71,81.5,90.57,87.0,-10.86,-5.5,170.29,168.5,36.14,39.75,44.29,37.75,-8.14,2.0,81,86,15,19,29,18,21,15,16,34,B1 League
2818,25.0,0.0,78.0,68.0,80.5,85.5,-2.5,-17.5,158.5,153.5,37.5,31.75,39.25,43.5,-1.75,-11.75,115,109,13,33,22,26,23,24,28,19,B1 League
2819,100.0,66.67,85.25,78.5,75.0,74.17,10.25,4.33,160.25,152.67,38.75,38.0,37.5,35.0,1.25,3.0,82,75,20,15,28,19,22,20,14,19,B1 League
2820,100.0,50.0,80.83,74.5,66.33,78.25,14.5,-3.75,147.17,152.75,38.83,35.5,32.33,36.0,6.5,-0.5,78,77,21,13,28,16,22,15,15,25,B1 League
2821,33.33,100.0,80.67,83.0,86.0,68.33,-5.33,14.67,166.67,151.33,38.33,40.83,41.5,32.5,-3.17,8.33,77,85,15,23,16,23,29,14,17,25,B1 League
2822,75.0,50.0,85.5,79.17,77.75,80.17,7.75,-1.0,163.25,159.33,40.0,36.33,36.25,42.17,3.75,-5.83,95,72,21,23,21,30,12,25,16,19,B1 League
2823,100.0,0.0,72.0,62.0,62.0,72.0,10.0,-10.0,134.0,134.0,41.0,34.0,34.0,41.0,7.0,-7.0,72,62,19,22,15,16,16,18,21,7,Kubok Rossii
2824,0.0,100.0,88.0,98.33,92.0,69.0,-4.0,29.33,180.0,167.33,41.0,48.67,42.0,30.67,-1.0,18.0,88,92,23,18,29,18,19,23,26,24,Kubok Rossii
2825,100.0,66.67,112.0,78.33,62.0,80.33,50.0,-2.0,174.0,158.67,56.0,38.67,33.0,40.33,23.0,-1.67,112,62,33,23,25,31,19,14,13,16,Kubok Rossii
2826,100.0,66.67,95.0,68.0,60.0,71.0,35.0,-3.0,155.0,139.0,53.0,32.0,33.0,38.0,20.0,-6.0,95,60,33,20,27,15,14,19,13,14,Kubok Rossii
2827,100.0,0.0,78.5,81.0,65.5,87.5,13.0,-6.5,144.0,168.5,36.0,47.0,33.0,37.5,3.0,9.5,81,69,13,17,26,25,17,19,11,22,Estonya-Letonya Basketbol Ligi
2828,0.0,100.0,77.0,90.5,103.0,72.5,-26.0,18.0,180.0,163.0,39.0,45.0,56.0,34.5,-17.0,10.5,77,103,22,17,20,18,32,24,23,24,Paulista Basketbol Şampiyonası
2829,50.0,0.0,66.5,63.0,70.5,65.0,-4.0,-2.0,137.0,128.0,30.0,40.0,37.0,30.0,-7.0,10.0,65,63,16,14,21,14,28,12,6,17,Paulista Basketbol Şampiyonası
2830,100.0,0.0,118.0,56.0,40.0,95.0,78.0,-39.0,158.0,151.0,57.5,25.0,20.0,40.0,37.5,-15.0,95,56,22,18,28,27,18,7,9,22,Paulista Basketbol Şampiyonası U19
2831,0.0,50.0,75.0,78.0,83.5,76.5,-8.5,1.5,158.5,154.5,29.5,35.0,46.0,38.5,-16.5,-3.5,72,86,20,11,20,21,25,18,22,21,Division A
2832,0.0,100.0,78.33,99.0,81.33,95.0,-3.0,4.0,159.67,194.0,40.67,46.0,40.33,52.0,0.33,-6.0,95,99,29,23,22,21,23,23,31,22,Club Friendlies
2833,20.0,75.0,77.2,81.5,85.2,69.0,-8.0,12.5,162.4,150.5,37.6,42.25,43.2,34.5,-5.6,7.75,69,85,21,15,18,15,25,16,14,30,KBL
2834,33.33,66.67,78.33,85.0,80.67,84.33,-2.33,0.67,159.0,169.33,39.0,41.33,38.0,44.33,1.0,-3.0,71,73,16,22,15,18,15,15,21,22,KBL
2835,33.33,25.0,81.33,70.75,78.33,79.25,3.0,-8.5,159.67,150.0,40.67,33.75,35.33,38.0,5.33,-4.25,77,64,23,22,15,17,10,18,30,6,KBL
2836,75.0,66.67,86.25,87.33,83.75,83.67,2.5,3.67,170.0,171.0,40.75,45.67,42.25,39.67,-1.5,6.0,92,88,20,17,16,30,21,19,24,19,KBL
2837,100.0,0.0,73.0,64.0,64.0,73.0,9.0,-9.0,137.0,137.0,38.0,27.0,27.0,38.0,11.0,-11.0,73,64,29,9,22,13,10,17,19,18,Liga EBA
2838,0.0,100.0,60.0,77.0,77.0,60.0,-17.0,17.0,137.0,137.0,33.0,40.0,40.0,33.0,-7.0,7.0,60,77,14,19,10,17,21,19,16,21,Liga EBA
2839,100.0,0.0,74.0,67.0,67.0,74.0,7.0,-7.0,141.0,141.0,34.0,34.0,34.0,34.0,0.0,0.0,74,67,20,14,17,23,18,16,18,15,Liga EBA
2840,0.0,50.0,67.0,70.5,76.5,76.5,-9.5,-6.0,143.5,147.0,36.5,36.5,34.5,42.0,2.0,-5.5,68,73,18,22,16,12,19,18,17,19,LEB Plata
2841,0.0,100.0,51.5,70.33,68.5,49.0,-17.0,21.33,120.0,119.33,30.5,38.0,37.5,25.0,-7.0,13.0,53,59,19,15,10,9,15,19,11,14,Liga Femenina 2
2842,0.0,100.0,57.0,66.5,73.0,53.5,-16.0,13.0,130.0,120.0,28.0,37.5,41.0,28.5,-13.0,9.0,57,73,13,15,15,14,24,17,10,22,Liga Femenina 2
2843,0.0,100.0,67.0,68.0,68.0,67.0,-1.0,1.0,135.0,135.0,47.0,33.0,33.0,47.0,14.0,-14.0,67,68,27,20,14,6,12,21,15,20,Basketligan
2844,0.0,66.67,61.5,61.33,64.5,62.0,-3.0,-0.67,126.0,123.33,38.5,32.33,32.0,37.67,6.5,-5.33,55,61,16,18,8,13,21,17,17,6,Serie A2 Femminile
2845,0.0,100.0,51.33,97.0,94.0,34.5,-42.67,62.5,145.33,131.5,26.67,49.5,53.33,17.5,-26.67,32.0,39,102,5,12,17,5,30,26,26,20,BLK
2846,100.0,0.0,77.0,67.0,67.0,77.0,10.0,-10.0,144.0,144.0,40.0,28.0,28.0,40.0,12.0,-12.0,77,67,18,22,19,18,13,15,21,18,Proliga
2847,100.0,0.0,79.0,59.0,59.0,79.0,20.0,-20.0,138.0,138.0,42.0,31.0,31.0,42.0,11.0,-11.0,79,59,24,18,16,21,15,16,14,14,Proliga
2848,33.33,100.0,61.33,69.67,63.0,57.0,-1.67,12.67,124.33,126.67,25.67,39.67,32.67,26.33,-7.0,13.33,58,63,17,9,19,13,14,21,15,13,LFB
2849,50.0,0.0,65.5,55.33,65.0,63.67,0.5,-8.33,130.5,119.0,33.0,26.33,25.0,29.33,8.0,-3.0,70,66,24,10,12,24,17,11,18,20,LFB
2850,0.0,66.67,68.67,69.67,77.0,49.67,-8.33,20.0,145.67,119.33,34.0,38.0,39.0,25.0,-5.0,13.0,82,81,18,18,17,21,20,23,18,13,LFB
2851,50.0,0.0,83.0,75.0,83.0,80.0,0.0,-5.0,166.0,155.0,40.0,33.0,35.0,39.5,5.0,-6.5,85,81,25,16,19,25,13,18,27,23,Nacional I Divisão
2852,50.0,50.0,58.5,69.5,61.0,70.5,-2.5,-1.0,119.5,140.0,27.5,40.0,31.0,33.5,-3.5,6.5,68,63,18,12,20,18,17,14,19,13,Super League 1 (W)
2853,100.0,0.0,75.0,71.75,65.0,78.75,10.0,-7.0,140.0,150.5,35.0,34.25,31.33,33.75,3.67,0.5,78,77,14,15,23,26,21,14,18,24,Taiwan Super Basketball Challenge
2854,33.33,33.33,71.33,63.33,83.0,66.0,-11.67,-2.67,154.33,129.33,34.67,25.33,35.0,34.33,-0.33,-9.0,61,68,12,15,15,19,12,11,19,26,Taiwan Super Basketball Challenge
2855,50.0,100.0,73.0,72.0,73.0,69.0,0.0,3.0,146.0,141.0,32.5,38.0,39.0,32.0,-6.5,6.0,69,72,20,12,24,13,22,16,18,16,Taiwan Super Basketball Challenge
2856,100.0,66.67,82.75,84.0,68.75,74.67,14.0,9.33,151.5,158.67,40.25,39.67,32.5,38.0,7.75,1.67,76,75,18,21,22,15,18,16,21,20,Superleague
2857,0.0,100.0,73.75,88.67,99.0,67.0,-25.25,21.67,172.75,155.67,38.75,46.67,48.25,33.0,-9.5,13.67,66,90,19,16,20,11,21,29,17,23,Superleague
2858,100.0,0.0,74.0,64.0,64.0,74.0,10.0,-10.0,138.0,138.0,49.0,24.0,24.0,49.0,25.0,-25.0,74,64,28,21,13,12,9,15,17,23,A1 Ethniki Women
2859,66.67,33.33,83.33,77.33,77.67,80.67,5.67,-3.33,161.0,158.0,44.0,40.0,40.33,41.0,3.67,-1.0,83,70,22,18,21,22,27,15,14,14,ING BSL
2860,33.33,66.67,79.0,88.0,82.67,85.0,-3.67,3.0,161.67,173.0,35.0,42.67,43.33,38.33,-8.33,4.33,84,89,22,11,21,30,28,16,18,27,ING BSL
2861,100.0,0.0,92.67,77.33,71.0,85.33,21.67,-8.0,163.67,162.67,44.67,39.0,33.67,40.67,11.0,-1.67,89,78,24,20,22,23,14,19,21,24,ING BSL
2862,66.67,66.67,80.0,84.33,86.67,82.0,-6.67,2.33,166.67,166.33,39.0,39.33,44.0,40.0,-5.0,-0.67,66,92,14,14,22,16,21,18,23,30,ING BSL
2863,66.67,0.0,78.0,55.0,66.67,108.5,11.33,-53.5,144.67,163.5,35.33,24.5,33.67,47.5,1.67,-23.0,96,47,20,18,28,30,10,5,14,18,Herbalife Nutrition Kadınlar Basketbol Ligi
2864,50.0,0.0,82.25,67.0,72.25,78.67,10.0,-11.67,154.5,145.67,43.5,36.33,38.75,38.33,4.75,-2.0,100,101,20,23,25,20,31,15,7,35,Herbalife Nutrition Kadınlar Basketbol Ligi
2865,33.33,50.0,74.67,77.0,69.33,74.5,5.33,2.5,144.0,151.5,38.67,44.25,37.0,34.75,1.67,9.5,64,72,23,20,15,6,22,15,19,16,Herbalife Nutrition Kadınlar Basketbol Ligi
2866,100.0,50.0,77.33,66.5,64.33,64.75,13.0,1.75,141.67,131.25,38.33,33.5,29.0,35.0,9.33,-1.5,75,60,21,21,21,12,19,13,17,11,Herbalife Nutrition Kadınlar Basketbol Ligi
2867,100.0,0.0,78.25,65.0,62.5,89.33,15.75,-24.33,140.75,154.33,37.5,28.33,32.25,45.0,5.25,-16.67,90,74,26,22,24,18,10,17,21,26,Herbalife Nutrition Kadınlar Basketbol Ligi
2868,25.0,0.0,76.75,77.67,78.0,84.67,-1.25,-7.0,154.75,162.33,40.0,38.33,38.75,42.33,1.25,-4.0,93,81,26,23,29,15,19,18,16,28,Liga ACB
2869,66.67,0.0,83.33,77.75,77.0,85.5,6.33,-7.75,160.33,163.25,37.0,40.0,39.67,40.25,-2.67,-0.25,93,84,17,22,23,31,27,28,19,10,Liga ACB
2870,25.0,33.33,72.25,89.67,85.75,88.0,-13.5,1.67,158.0,177.67,39.5,41.0,40.0,44.33,-0.5,-3.33,72,100,20,19,16,17,26,17,19,38,Liga ACB
2871,75.0,50.0,79.0,86.5,80.75,82.75,-1.75,3.75,159.75,169.25,39.75,37.25,38.5,42.25,1.25,-5.0,83,82,26,21,15,21,19,13,21,29,Liga ACB
2872,0.0,100.0,78.0,83.0,85.33,76.5,-7.33,6.5,163.33,159.5,38.67,50.0,46.67,43.5,-8.0,6.5,73,85,23,16,21,13,29,24,15,17,Lega Basket Serie A
2873,33.33,33.33,76.67,80.67,78.0,83.67,-1.33,-3.0,154.67,164.33,40.33,47.0,41.67,39.33,-1.33,7.67,83,67,19,26,17,21,20,24,13,10,Lega Basket Serie A
2874,100.0,0.0,89.0,72.0,60.0,94.5,29.0,-22.5,149.0,166.5,44.0,37.0,29.0,47.5,15.0,-10.5,89,60,19,25,26,19,19,10,16,15,LNB Pro A
2875,50.0,66.67,86.5,77.67,85.75,81.33,0.75,-3.67,172.25,159.0,48.75,36.33,43.0,41.33,5.75,-5.0,83,94,26,26,17,14,19,22,30,23,LNB Pro A
2876,33.33,100.0,69.67,77.0,67.0,66.0,2.67,11.0,136.67,143.0,34.0,33.0,32.0,31.5,2.0,1.5,67,81,14,16,16,21,19,15,23,24,LNB Pro A
2877,,,,,,,,,,,,,,,,,,,,,,,,,,,LNB Pro A
2878,66.67,33.33,83.33,80.67,76.67,87.0,6.67,-6.33,160.0,167.67,43.67,34.0,40.67,50.0,3.0,-16.0,84,87,25,23,6,30,17,27,22,21,LNB Pro A
2879,100.0,0.0,82.0,63.0,63.0,82.0,19.0,-19.0,145.0,145.0,44.0,28.0,28.0,44.0,16.0,-16.0,82,63,24,20,21,17,15,13,11,24,TBL
2880,100.0,0.0,82.0,71.0,71.0,82.0,11.0,-11.0,153.0,153.0,44.0,37.0,37.0,44.0,7.0,-7.0,82,71,22,22,22,16,18,19,18,16,TBL
2881,0.0,100.0,72.0,92.0,92.0,72.0,-20.0,20.0,164.0,164.0,33.0,53.0,53.0,33.0,-20.0,20.0,72,92,16,17,19,20,30,23,21,18,TBL
2882,0.0,100.0,83.0,86.0,86.0,83.0,-3.0,3.0,169.0,169.0,41.0,38.0,38.0,41.0,3.0,-3.0,83,86,15,26,20,22,25,13,30,18,TBL
2883,100.0,0.0,75.0,62.0,62.0,75.0,13.0,-13.0,137.0,137.0,35.0,31.0,31.0,35.0,4.0,-4.0,75,62,16,19,18,22,18,13,14,17,TBL
2884,100.0,0.0,73.0,70.0,70.0,73.0,3.0,-3.0,143.0,143.0,37.0,40.0,40.0,37.0,-3.0,3.0,73,70,17,20,19,17,19,21,9,21,Basket League
2885,0.0,100.0,68.0,81.0,81.0,68.0,-13.0,13.0,149.0,149.0,39.0,32.0,32.0,39.0,7.0,-7.0,68,81,21,18,20,9,15,17,27,22,Basket League
2886,100.0,0.0,84.0,81.0,81.0,84.0,3.0,-3.0,165.0,165.0,41.0,44.0,44.0,41.0,-3.0,3.0,84,81,23,18,28,15,22,22,10,27,Basket League
2887,100.0,0.0,75.0,57.0,57.0,75.0,18.0,-18.0,132.0,132.0,37.0,32.0,32.0,37.0,5.0,-5.0,75,57,25,12,22,16,9,23,8,17,Basket League
2888,50.0,100.0,82.0,74.5,75.0,73.5,7.0,1.0,157.0,148.0,35.0,42.0,40.0,34.5,-5.0,7.5,78,79,11,17,25,25,16,25,18,20,Adriatic League
2889,100.0,20.0,85.14,69.2,69.57,80.4,15.57,-11.2,154.71,149.6,40.14,35.2,35.71,41.4,4.43,-6.2,89,73,20,21,27,21,18,15,25,15,PLK
2890,0.0,100.0,88.0,97.0,97.0,88.0,-9.0,9.0,185.0,185.0,53.0,51.0,51.0,53.0,2.0,-2.0,88,97,32,21,13,22,23,28,22,24,BBL Cup
2891,100.0,0.0,86.0,77.5,70.0,92.5,16.0,-15.0,156.0,170.0,46.0,39.0,37.0,51.0,9.0,-12.0,86,70,18,28,19,21,19,18,19,14,BBL Cup
2892,50.0,100.0,93.0,99.0,92.0,87.0,1.0,12.0,185.0,186.0,47.0,62.0,51.5,38.0,-4.5,24.0,87,99,18,20,20,29,33,29,19,18,BBL Cup
2893,0.0,100.0,68.0,81.5,89.0,66.5,-21.0,15.0,157.0,148.0,38.0,40.0,45.0,33.5,-7.0,6.5,68,89,20,18,18,12,23,22,17,27,BBL Cup
2894,50.0,0.0,78.5,72.0,73.0,92.0,5.5,-20.0,151.5,164.0,35.5,33.0,34.0,42.0,1.5,-9.0,92,72,24,18,26,24,18,15,26,13,BBL Cup
2895,50.0,75.0,85.75,75.5,82.5,69.0,3.25,6.5,168.25,144.5,44.25,35.75,39.0,37.0,5.25,-1.25,76,78,17,25,16,18,20,20,16,22,LKL
2896,0.0,100.0,67.0,80.0,80.0,67.0,-13.0,13.0,147.0,147.0,22.0,47.0,47.0,22.0,-25.0,25.0,67,80,7,15,18,27,27,20,13,20,LEB Oro
2897,100.0,0.0,75.0,68.0,68.0,75.0,7.0,-7.0,143.0,143.0,43.0,31.0,31.0,43.0,12.0,-12.0,75,68,26,17,18,14,11,20,18,19,LEB Oro
2898,0.0,100.0,64.0,89.0,89.0,64.0,-25.0,25.0,153.0,153.0,31.0,41.0,41.0,31.0,-10.0,10.0,64,89,14,17,16,17,24,17,25,23,LEB Oro
2899,100.0,25.0,110.5,92.0,99.5,97.5,11.0,-5.5,210.0,189.5,58.5,45.25,46.0,50.75,12.5,-5.5,116,106,35,24,33,24,27,21,27,31,CBA
2900,66.67,100.0,98.67,102.0,93.33,99.0,5.33,3.0,192.0,201.0,49.67,45.0,44.67,54.0,5.0,-9.0,99,102,18,36,25,20,27,18,25,32,CBA
2901,100.0,66.67,81.4,73.67,64.2,78.33,17.2,-4.67,145.6,152.0,39.8,35.0,31.4,36.67,8.4,-1.67,97,66,28,22,18,29,21,13,15,17,B1 League
2902,20.0,50.0,68.2,73.75,76.2,74.0,-8.0,-0.25,144.4,147.75,33.4,30.0,34.8,34.5,-1.4,-4.5,72,66,18,18,18,18,23,9,16,18,B1 League
2903,66.67,60.0,82.33,80.6,79.67,77.2,2.67,3.4,162.0,157.8,38.67,36.2,36.0,41.8,2.67,-5.6,92,76,15,34,16,27,11,22,20,23,B1 League
2904,66.67,66.67,84.33,84.67,81.33,85.33,3.0,-0.67,165.67,170.0,40.33,44.33,45.0,41.33,-4.67,3.0,80,82,17,22,24,17,27,20,13,22,KLS
2905,50.0,33.33,81.5,73.0,78.5,76.67,3.0,-3.67,160.0,149.67,34.0,35.0,40.5,36.67,-6.5,-1.67,74,76,14,18,16,26,15,22,16,23,KLS
2906,66.67,0.0,80.67,68.0,78.0,85.0,2.67,-17.0,158.67,153.0,40.67,33.5,42.67,35.0,-2.0,-1.5,77,70,19,14,23,21,15,22,18,15,KLS
2907,100.0,33.33,84.0,80.0,79.5,81.33,4.5,-1.33,163.5,161.33,33.0,47.33,37.0,39.33,-4.0,8.0,83,76,9,21,28,25,26,13,20,17,KLS
2908,33.33,0.0,90.67,78.5,93.0,89.0,-2.33,-10.5,183.67,167.5,40.33,29.5,43.33,38.5,-3.0,-9.0,86,72,16,19,20,31,12,12,24,24,KLS
2909,100.0,0.0,87.0,74.67,73.0,84.67,14.0,-10.0,160.0,159.33,42.5,41.33,43.5,39.33,-1.0,2.0,82,70,29,10,18,25,16,22,18,14,1. SKL
2910,50.0,0.0,86.5,83.5,71.5,85.5,15.0,-2.0,158.0,169.0,45.5,41.5,31.5,41.5,14.0,0.0,97,91,21,19,16,25,31,11,25,14,Bundesliga
2911,50.0,100.0,66.0,95.0,82.0,68.0,-16.0,27.0,148.0,163.0,36.0,51.0,45.5,35.0,-9.5,16.0,55,94,19,12,13,11,25,22,24,23,Bundesliga
2912,0.0,0.0,73.0,77.5,76.5,77.5,-3.5,0.0,149.5,155.0,35.0,42.5,37.5,33.5,-2.5,9.0,88,90,18,15,24,23,21,17,20,22,Bundesliga
2913,0.0,50.0,79.0,81.0,92.5,76.0,-13.5,5.0,171.5,157.0,37.5,41.5,49.5,32.0,-12.0,9.5,77,89,19,17,21,20,20,24,24,21,Bundesliga
2914,100.0,0.0,88.75,68.75,64.75,84.0,24.0,-15.25,153.5,152.75,44.25,35.0,29.5,43.0,14.75,-8.0,80,50,20,26,15,19,11,12,12,15,Extraliga
2915,33.33,50.0,77.67,77.75,80.33,91.5,-2.67,-13.75,158.0,169.25,37.67,42.75,43.67,46.5,-6.0,-3.75,94,77,23,22,28,21,19,19,22,17,Estonya-Letonya Basketbol Ligi
2916,100.0,33.33,102.0,88.33,87.5,96.0,14.5,-7.67,189.5,184.33,51.5,46.67,45.0,47.33,6.5,-0.67,113,90,30,29,22,32,22,25,27,16,Estonya-Letonya Basketbol Ligi
2917,33.33,0.0,73.67,82.0,73.0,95.0,0.67,-13.0,146.67,177.0,34.0,38.5,37.33,43.0,-3.33,-4.5,92,76,26,13,25,28,24,19,21,12,Estonya-Letonya Basketbol Ligi
2918,0.0,66.67,66.0,80.33,74.0,72.0,-8.0,8.33,140.0,152.33,24.5,36.67,34.5,35.67,-10.0,1.0,67,79,11,14,19,23,22,13,15,29,Estonya-Letonya Basketbol Ligi
2919,100.0,0.0,100.0,69.5,75.0,93.0,25.0,-23.5,175.0,162.5,50.25,32.0,37.25,42.0,13.0,-10.0,95,54,17,23,36,19,11,10,18,15,Estonya-Letonya Basketbol Ligi
2920,100.0,0.0,141.0,24.0,24.0,141.0,117.0,-117.0,165.0,165.0,75.0,15.0,15.0,75.0,60.0,-60.0,141,24,32,43,23,43,8,7,5,4,Paulista Basketbol Şampiyonası U19
2921,,,,,,,,,,,,,,,,,83,45,,,,,,,,,Paulista Women
2922,0.0,100.0,40.0,106.0,106.0,40.0,-66.0,66.0,146.0,146.0,22.0,58.0,58.0,22.0,-36.0,36.0,40,106,18,4,9,9,27,31,22,26,NBL Women
2923,100.0,66.67,107.5,83.0,67.5,85.0,40.0,-2.0,175.0,168.0,56.5,36.33,28.5,45.33,28.0,-9.0,110,80,25,31,27,27,18,16,19,27,Basketligaen
2924,100.0,60.0,87.33,84.6,84.0,78.8,3.33,5.8,171.33,163.4,42.0,43.8,43.0,40.8,-1.0,3.0,83,80,16,22,23,22,19,29,20,12,KBL
2925,100.0,0.0,64.0,63.0,63.0,64.0,1.0,-1.0,127.0,127.0,26.0,30.0,30.0,26.0,-4.0,4.0,64,63,9,17,20,18,13,17,16,17,Liga EBA
2926,100.0,0.0,92.0,72.5,72.5,80.5,19.5,-8.0,164.5,153.0,46.0,37.0,34.5,38.0,11.5,-1.0,91,79,25,16,29,21,22,18,20,19,LEB Plata
2927,0.0,50.0,62.5,69.5,73.5,66.0,-11.0,3.5,136.0,135.5,33.5,41.5,39.5,37.0,-6.0,4.5,56,72,19,15,15,7,24,15,13,20,LEB Plata
2928,50.0,0.0,97.5,63.0,72.0,98.5,25.5,-35.5,169.5,161.5,45.5,30.5,36.5,45.5,9.0,-15.0,110,58,29,19,32,30,12,17,15,14,LEB Plata
2929,50.0,100.0,71.0,70.5,64.75,58.75,6.25,11.75,135.75,129.25,34.5,37.0,35.5,30.0,-1.0,7.0,60,73,7,20,16,17,21,20,18,14,Liga Femenina
2930,50.0,25.0,63.25,71.75,75.5,79.5,-12.25,-7.75,138.75,151.25,32.0,36.75,38.0,39.25,-6.0,-2.5,66,80,18,14,13,21,23,22,18,17,Liga Femenina
2931,25.0,50.0,62.0,73.0,73.75,69.5,-11.75,3.5,135.75,142.5,30.25,37.75,40.0,32.25,-9.75,5.5,66,82,19,10,17,20,20,21,20,21,Liga Femenina
2932,50.0,0.0,55.0,47.5,61.5,78.0,-6.5,-30.5,116.5,125.5,27.5,21.0,32.5,38.5,-5.0,-17.5,69,45,17,17,14,21,11,11,8,15,Liga Femenina 2
2933,0.0,50.0,68.0,78.5,80.0,75.5,-12.0,3.0,148.0,154.0,33.0,41.5,40.0,38.5,-7.0,3.0,68,80,17,16,16,19,26,14,13,27,Basketligan
