,hwr,awr,hspa,aspa,hrpa,arpa,hda,ada,hts,ats,hhspa,haspa,hhrpa,harpa,hhda,hada,homes,aways,hq1,hq2,hq3,hq4,aq1,aq2,aq3,aq4,league
1059,100.0,40.0,99.0,82.6,77.8,85.6,21.2,-3.0,176.8,168.2,47.8,47.6,41.6,50.8,6.2,-3.2,102,85,35,28,23,16,25,27,20,13,NBL
1060,40.0,50.0,80.2,84.5,85.0,81.25,-4.8,3.25,165.2,165.75,41.2,45.75,44.4,40.5,-3.2,5.25,75,105,27,10,19,19,30,25,26,24,NBL
1061,100.0,40.0,95.6,80.8,72.2,83.8,23.4,-3.0,167.8,164.6,50.2,40.4,35.6,40.8,14.6,-0.4,92,79,28,23,15,26,14,20,27,18,NBL
1062,25.0,33.33,78.25,70.0,85.0,75.67,-6.75,-5.67,163.25,145.67,42.5,34.0,42.5,40.0,0.0,-6.0,71,65,21,20,9,21,16,13,20,16,Bundesliga
1063,75.0,0.0,87.5,72.0,73.25,97.5,14.25,-25.5,160.75,169.5,44.5,36.0,38.5,51.0,6.0,-15.0,103,63,30,32,17,24,13,20,20,10,Bundesliga
1064,66.67,0.0,84.0,64.4,71.33,87.2,12.67,-22.8,155.33,151.6,44.83,37.4,41.67,43.2,3.17,-5.8,93,62,29,24,21,19,21,18,14,9,Extraliga
1065,66.67,0.0,83.33,69.0,77.83,82.0,5.5,-13.0,161.17,151.0,40.0,35.0,39.0,43.67,1.0,-8.67,68,59,23,15,16,14,11,19,13,16,Extraliga
1066,60.0,20.0,78.4,79.8,77.6,91.8,0.8,-12.0,156.0,171.6,39.0,36.0,35.2,45.6,3.8,-9.6,78,72,17,25,23,13,17,14,26,15,Extraliga
1067,40.0,100.0,73.8,76.5,79.8,70.75,-6.0,5.75,153.6,147.25,34.4,33.5,42.8,38.5,-8.4,-5.0,69,77,15,17,21,16,22,14,15,26,Super League 1
1068,100.0,20.0,91.75,76.8,69.5,76.8,22.25,0.0,161.25,153.6,47.25,40.0,37.5,37.0,9.75,3.0,88,72,18,23,21,26,23,21,14,14,Super League 1
1069,100.0,50.0,96.33,71.75,66.83,81.5,29.5,-9.75,163.17,153.25,47.33,33.0,32.67,40.0,14.67,-7.0,110,46,23,30,22,35,12,10,16,8,Estonya-Letonya Basketbol Ligi
1070,33.33,66.67,80.0,74.17,85.5,76.0,-5.5,-1.83,165.5,150.17,39.83,38.83,43.0,32.5,-3.17,6.33,71,74,12,17,18,24,20,21,8,25,Estonya-Letonya Basketbol Ligi
1071,20.0,33.33,64.2,80.67,72.6,82.67,-8.4,-2.0,136.8,163.33,28.6,48.83,35.6,39.83,-7.0,9.0,73,71,19,19,19,16,20,21,12,18,Estonya-Letonya Basketbol Ligi
1072,80.0,40.0,83.6,77.0,72.6,75.6,11.0,1.4,156.2,152.6,44.4,37.0,36.8,39.6,7.6,-2.6,67,66,21,19,14,13,14,18,29,5,ING BSL
1073,50.0,80.0,80.5,83.2,85.5,79.8,-5.0,3.4,166.0,163.0,41.0,46.0,45.25,41.0,-4.25,5.0,93,91,28,19,23,12,29,20,18,15,ING BSL
1074,100.0,25.0,86.0,66.25,70.2,73.0,15.8,-6.75,156.2,139.25,45.0,30.5,32.0,39.25,13.0,-8.75,74,61,21,17,20,16,15,8,21,17,ING BSL
1075,40.0,20.0,74.4,76.2,75.8,87.2,-1.4,-11.0,150.2,163.4,39.6,37.2,35.8,42.0,3.8,-4.8,97,73,20,24,24,29,17,13,21,22,Euroleague
1076,80.0,25.0,83.4,73.0,75.4,79.5,8.0,-6.5,158.8,152.5,42.8,36.25,38.4,41.5,4.4,-5.25,75,55,19,23,22,11,13,9,19,14,Euroleague
1077,0.0,100.0,74.0,77.0,77.0,74.0,-3.0,3.0,151.0,151.0,47.0,34.0,34.0,47.0,13.0,-13.0,74,77,21,26,14,13,15,19,26,17,Euroleague (W)
1078,100.0,0.0,77.0,70.0,70.0,77.0,7.0,-7.0,147.0,147.0,32.0,43.0,43.0,32.0,-11.0,11.0,77,70,13,19,25,20,23,20,19,8,Euroleague (W)
1079,100.0,0.0,89.0,57.0,57.0,89.0,32.0,-32.0,146.0,146.0,48.0,36.0,36.0,48.0,12.0,-12.0,89,57,25,23,25,16,14,22,12,9,Euroleague (W)
1080,100.0,0.0,83.0,61.0,61.0,83.0,22.0,-22.0,144.0,144.0,40.0,24.0,24.0,40.0,16.0,-16.0,83,61,17,23,20,23,8,16,21,16,Euroleague (W)
1081,0.0,100.0,79.0,81.0,81.0,79.0,-2.0,2.0,160.0,160.0,41.0,40.0,40.0,41.0,1.0,-1.0,79,81,21,20,20,18,20,20,22,19,Euroleague (W)
1082,0.0,100.0,60.0,70.0,70.0,60.0,-10.0,10.0,130.0,130.0,29.0,34.0,34.0,29.0,-5.0,5.0,60,70,12,17,15,16,12,22,14,22,Euroleague (W)
1083,85.71,60.0,84.71,83.6,72.57,82.4,12.14,1.2,157.29,166.0,43.86,43.0,34.71,43.0,9.14,0.0,90,100,22,29,19,20,32,19,19,30,Liga ACB
1084,80.0,50.0,86.8,81.0,83.2,87.0,3.6,-6.0,170.0,168.0,43.2,40.75,40.0,41.75,3.2,-1.0,70,87,22,15,16,17,25,24,16,22,LKL
1085,33.33,66.67,73.33,71.0,73.0,66.0,0.33,5.0,146.33,137.0,33.33,36.0,41.67,35.67,-8.33,0.33,60,68,14,21,16,9,22,17,20,9,LEB Oro
1086,25.0,75.0,67.75,81.0,74.5,72.75,-6.75,8.25,142.25,153.75,33.0,39.25,38.75,34.75,-5.75,4.5,,,,,,,,,,,Liga Nacional
1087,25.0,0.0,65.25,75.25,80.5,85.0,-15.25,-9.75,145.75,160.25,31.5,37.0,44.0,43.0,-12.5,-6.0,,,,,,,,,,,Liga Nacional
1088,75.0,100.0,88.25,81.25,66.75,66.0,21.5,15.25,155.0,147.25,39.75,42.5,28.5,34.25,11.25,8.25,,,,,,,,,,,Liga Nacional
1089,50.0,50.0,75.5,70.25,76.0,75.75,-0.5,-5.5,151.5,146.0,38.0,33.25,38.5,37.0,-0.5,-3.75,,,,,,,,,,,Liga Nacional
1090,75.0,0.0,79.5,75.75,66.75,85.0,12.75,-9.25,146.25,160.75,38.75,36.0,30.5,46.0,8.25,-10.0,,,,,,,,,,,Liga Nacional
1091,60.0,20.0,79.6,82.4,74.8,89.8,4.8,-7.4,154.4,172.2,37.0,42.2,36.0,45.4,1.0,-3.2,82,75,23,17,25,17,14,15,19,27,Estonya-Letonya Basketbol Ligi
1092,0.0,66.67,62.0,85.67,88.0,74.67,-26.0,11.0,150.0,160.33,30.5,43.33,38.5,31.67,-8.0,11.67,60,96,16,13,26,5,23,18,23,32,FIBA Americup Qualifiers
1093,33.33,0.0,72.33,68.33,83.0,88.33,-10.67,-20.0,155.33,156.67,32.33,35.33,44.33,45.0,-12.0,-9.67,91,85,17,24,26,24,17,30,24,14,FIBA Americup Qualifiers
1094,100.0,33.33,96.0,72.67,70.0,75.33,26.0,-2.67,166.0,148.0,51.67,33.0,30.67,40.67,21.0,-7.67,94,78,23,29,20,22,20,14,19,25,FIBA Americup Qualifiers
1095,100.0,66.67,86.67,81.0,74.0,69.33,12.67,11.67,160.67,150.33,40.0,38.33,40.67,33.33,-0.67,5.0,78,72,16,25,21,16,18,14,20,20,Eurobasket Qualifiers
1096,50.0,0.0,81.5,52.0,60.5,90.5,21.0,-38.5,142.0,142.5,40.0,29.5,29.5,44.0,10.5,-14.5,94,41,27,18,13,36,12,9,12,8,Eurobasket Qualifiers
1097,50.0,100.0,71.5,78.5,68.5,73.5,3.0,5.0,140.0,152.0,34.5,38.5,36.0,39.0,-1.5,-0.5,66,70,15,16,13,22,15,21,14,20,Eurobasket Qualifiers
1098,33.33,100.0,76.67,88.33,79.67,83.0,-3.0,5.33,156.33,171.33,41.33,43.67,37.0,42.33,4.33,1.33,74,80,24,15,15,20,27,19,19,15,Eurobasket Qualifiers
1099,50.0,50.0,82.5,67.5,80.0,69.5,2.5,-2.0,162.5,137.0,41.5,23.0,33.0,35.5,8.5,-12.5,75,66,17,18,20,20,7,18,20,21,Eurobasket Qualifiers
1100,50.0,0.0,65.0,72.5,64.5,77.5,0.5,-5.0,129.5,150.0,29.5,29.5,29.0,36.0,0.5,-6.5,70,67,16,13,21,20,14,16,15,22,Eurobasket Qualifiers
1101,75.0,25.0,79.5,72.5,66.75,79.25,12.75,-6.75,146.25,151.75,38.75,33.75,30.5,39.0,8.25,-5.25,,,,,,,,,,,Liga Nacional
1102,0.0,50.0,75.5,83.25,84.5,70.5,-9.0,12.75,160.0,153.75,37.25,40.25,40.75,32.75,-3.5,7.5,,,,,,,,,,,Liga Nacional
1103,100.0,50.0,87.75,78.25,78.25,77.5,9.5,0.75,166.0,155.75,43.75,40.25,35.25,38.0,8.5,2.25,,,,,,,,,,,Liga Nacional
1104,50.0,25.0,82.75,75.75,80.25,95.25,2.5,-19.5,163.0,171.0,45.75,32.0,39.25,43.25,6.5,-11.25,,,,,,,,,,,Liga Nacional
1105,50.0,75.0,82.25,81.0,82.75,72.75,-0.5,8.25,165.0,153.75,38.5,39.25,37.0,34.75,1.5,4.5,,,,,,,,,,,Liga Nacional
1106,75.0,25.0,92.0,81.25,76.75,79.0,15.25,2.25,168.75,160.25,42.75,39.5,38.5,37.25,4.25,2.25,89,87,17,16,25,19,24,13,20,20,Super League 1
1107,75.0,66.67,95.5,89.83,83.5,85.5,12.0,4.33,179.0,175.33,44.5,47.67,42.0,40.83,2.5,6.83,78,94,27,16,17,18,23,22,28,21,Super League 1
1108,0.0,50.0,69.5,80.5,90.0,82.0,-20.5,-1.5,159.5,162.5,28.5,44.5,45.5,33.0,-17.0,11.5,75,89,17,14,27,17,24,25,27,13,FIBA Americup Qualifiers
1109,0.0,0.0,69.5,75.0,90.0,75.0,-20.5,0.0,159.5,150.0,28.5,33.0,45.5,39.0,-17.0,-6.0,,,,,,,,,,,FIBA Americup Qualifiers
1110,100.0,0.0,97.0,60.0,66.0,87.0,31.0,-27.0,163.0,147.0,51.5,29.5,29.0,47.0,22.5,-17.5,99,59,24,29,24,22,14,15,14,16,FIBA Americup Qualifiers
1111,33.33,50.0,72.33,70.0,83.0,66.0,-10.67,4.0,155.33,136.0,32.33,32.5,44.33,35.0,-12.0,-2.5,56,81,8,24,15,9,22,13,19,27,FIBA Americup Qualifiers
1112,71.43,100.0,86.43,96.5,59.43,69.5,27.0,27.0,145.86,166.0,44.29,45.0,31.29,31.0,13.0,14.0,69,93,19,15,18,17,27,26,22,18,Asia Cup Qualifier
1113,100.0,0.0,77.0,70.0,70.0,77.0,7.0,-7.0,147.0,147.0,40.0,42.0,42.0,40.0,-2.0,2.0,77,70,21,19,18,19,21,21,13,15,Asia Cup Qualifier
1114,0.0,50.0,59.5,81.63,60.5,66.75,-1.0,14.88,120.0,148.38,35.0,42.5,37.0,33.5,-2.0,9.0,67,73,21,16,10,13,17,20,13,10,Asia Cup Qualifier
1115,50.0,0.0,81.5,89.5,89.0,94.0,-7.5,-4.5,170.5,183.5,45.0,47.5,51.5,46.5,-6.5,1.0,91,90,29,22,19,21,21,27,23,19,Eurobasket Qualifiers
1116,66.67,66.67,85.67,83.0,80.0,72.67,5.67,10.33,165.67,155.67,45.67,46.0,40.33,41.33,5.33,4.67,84,71,20,29,18,17,15,21,15,20,Eurobasket Qualifiers
1117,33.33,33.33,69.33,71.67,72.67,79.0,-3.33,-7.33,142.0,150.67,36.67,34.33,40.33,43.0,-3.67,-8.67,71,73,14,23,18,16,24,17,14,18,Eurobasket Qualifiers
1118,50.0,100.0,79.5,78.0,83.5,65.5,-4.0,12.5,163.0,143.5,39.0,43.0,43.0,33.0,-4.0,10.0,72,87,16,15,22,19,22,26,20,19,Eurobasket Qualifiers
1119,0.0,50.0,68.5,76.0,82.5,70.5,-14.0,5.5,151.0,146.5,32.0,43.0,47.0,28.5,-15.0,14.5,64,77,12,13,15,24,20,30,11,16,Eurobasket Qualifiers
1120,100.0,0.0,85.5,73.5,70.0,83.5,15.5,-10.0,155.5,157.0,41.0,40.0,39.5,41.0,1.5,-1.0,86,74,25,17,19,25,22,19,18,15,Eurobasket Qualifiers
1121,66.67,33.33,70.33,68.33,70.33,77.67,0.0,-9.33,140.67,146.0,33.33,37.67,40.67,39.67,-7.33,-2.0,74,59,28,12,15,19,19,18,9,13,Eurobasket Qualifiers
1122,0.0,50.0,78.0,70.5,78.0,68.0,0.0,2.5,156.0,138.5,38.5,35.5,34.0,37.5,4.5,-2.0,78,84,25,16,11,19,17,14,15,25,Eurobasket Qualifiers
1123,66.67,33.33,77.33,78.33,64.0,76.67,13.33,1.67,141.33,155.0,39.67,35.67,29.67,35.33,10.0,0.33,79,73,20,20,20,19,17,11,17,28,Eurobasket Qualifiers
1124,75.0,0.0,85.0,71.0,73.5,86.0,11.5,-15.0,158.5,157.0,44.0,33.5,37.0,45.5,7.0,-12.0,90,74,19,28,19,24,15,16,23,20,TBL
1125,50.0,25.0,75.75,73.0,72.0,79.5,3.75,-6.5,147.75,152.5,41.0,38.25,37.25,38.75,3.75,-0.5,85,71,24,20,16,25,13,24,11,23,TBL
1126,0.0,25.0,62.75,67.25,75.75,72.0,-13.0,-4.75,138.5,139.25,28.5,33.5,38.75,31.0,-10.25,2.5,60,65,12,15,16,17,24,15,12,14,TBL
1127,66.67,25.0,79.0,67.5,75.0,74.0,4.0,-6.5,154.0,141.5,39.0,33.0,39.33,36.75,-0.33,-3.75,83,62,25,19,19,20,12,13,19,18,TBL
1128,100.0,50.0,88.0,85.5,68.0,87.5,20.0,-2.0,156.0,173.0,44.5,41.5,33.0,44.0,11.5,-2.5,83,73,30,16,22,15,21,13,23,16,BBL Cup
1129,33.33,66.67,70.33,89.67,78.67,83.33,-8.33,6.33,149.0,173.0,34.33,46.0,42.33,43.67,-8.0,2.33,77,90,26,12,20,19,20,23,23,24,BBL Cup
1130,100.0,0.0,93.75,75.2,70.75,91.6,23.0,-16.4,164.5,166.8,46.5,38.6,34.5,48.2,12.0,-9.6,,,,,,,,,,,A1 Liga
1131,100.0,25.0,107.0,82.0,94.33,88.25,12.67,-6.25,201.33,170.25,55.33,38.5,41.67,46.0,13.67,-7.5,,,,,,,,,,,KLS
1132,83.33,20.0,82.83,78.2,79.17,91.6,3.67,-13.4,162.0,169.8,41.33,39.6,40.33,43.4,1.0,-3.8,89,85,25,19,25,20,16,21,16,32,KLS
1133,60.0,0.0,84.8,76.0,81.2,85.8,3.6,-9.8,166.0,161.8,40.8,35.6,40.4,42.8,0.4,-7.2,97,79,28,21,26,22,11,26,20,22,KLS
1134,20.0,40.0,84.0,83.8,92.6,83.2,-8.6,0.6,176.6,167.0,38.2,39.6,49.8,38.4,-11.6,1.2,85,98,24,14,23,24,20,34,20,24,Super League 1
1135,0.0,50.0,76.0,87.5,87.67,79.0,-11.67,8.5,163.67,166.5,39.67,44.0,42.33,40.5,-2.67,3.5,81,98,20,27,18,16,23,22,20,33,Ligat Ha'al
1136,66.67,33.33,70.0,65.33,67.33,69.0,2.67,-3.67,137.33,134.33,36.67,33.33,36.33,35.0,0.33,-1.67,75,67,24,20,15,16,17,27,8,15,FIBA Americup Qualifiers
1137,66.67,33.33,79.67,71.0,70.67,72.33,9.0,-1.33,150.33,143.33,40.0,33.67,31.67,34.67,8.33,-1.0,74,67,14,27,10,23,17,10,18,22,FIBA Americup Qualifiers
1138,50.0,0.0,66.0,58.0,62.5,85.5,3.5,-27.5,128.5,143.5,31.0,31.0,34.0,39.0,-3.0,-8.0,82,64,17,19,23,23,15,18,13,18,AfroBasket Qualifiers
1139,100.0,50.0,84.5,79.0,57.5,79.5,27.0,-0.5,142.0,158.5,41.0,46.0,34.0,38.0,7.0,8.0,80,63,21,19,32,8,13,26,12,12,AfroBasket Qualifiers
1140,100.0,0.0,83.5,66.0,62.0,84.0,21.5,-18.0,145.5,150.0,42.5,36.5,30.0,41.0,12.5,-4.5,91,68,13,26,22,30,16,15,20,17,AfroBasket Qualifiers
1141,0.0,50.0,58.5,61.5,75.0,65.5,-16.5,-4.0,133.5,127.0,25.0,31.0,40.0,34.0,-15.0,-3.0,55,67,12,10,19,14,17,16,18,16,AfroBasket Qualifiers
1142,100.0,50.0,97.5,89.0,94.0,87.0,3.5,2.0,191.5,176.0,46.0,40.0,40.5,44.5,5.5,-4.5,101,98,26,26,22,27,25,18,33,22,AfroBasket Qualifiers
1143,0.0,100.0,74.5,95.0,89.5,79.0,-15.0,16.0,164.0,174.0,40.0,44.5,41.0,40.5,-1.0,4.0,76,99,22,21,19,14,21,24,36,18,AfroBasket Qualifiers
1144,0.0,100.0,74.0,96.5,83.33,64.5,-9.33,32.0,157.33,161.0,37.33,45.5,42.67,36.0,-5.33,9.5,69,78,16,24,11,18,14,22,30,12,Asia Cup Qualifier
1145,0.0,62.5,66.0,78.0,101.5,75.5,-35.5,2.5,167.5,153.5,38.5,39.38,46.0,37.88,-7.5,1.5,72,88,25,20,8,19,11,26,29,22,Asia Cup Qualifier
1146,20.0,40.0,72.6,77.8,80.6,78.2,-8.0,-0.4,153.2,156.0,35.6,41.6,45.2,39.0,-9.6,2.6,73,92,20,19,14,20,25,32,15,20,Herbalife Nutrition Kadınlar Basketbol Ligi
1147,33.33,42.86,77.33,64.14,71.33,66.71,6.0,-2.57,148.67,130.86,39.0,34.57,40.0,35.71,-1.0,-1.14,60,64,9,15,18,18,20,20,9,15,Herbalife Nutrition Kadınlar Basketbol Ligi
1148,33.33,0.0,77.67,57.6,73.17,111.0,4.5,-53.4,150.83,168.6,36.5,30.0,39.0,53.6,-2.5,-23.6,107,54,23,24,28,32,15,16,10,13,Herbalife Nutrition Kadınlar Basketbol Ligi
1149,100.0,33.33,78.83,79.67,66.33,80.67,12.5,-1.0,145.17,160.33,41.5,45.0,35.33,40.33,6.17,4.67,91,80,27,24,24,16,20,22,19,19,Herbalife Nutrition Kadınlar Basketbol Ligi
1150,100.0,0.0,83.67,57.67,53.0,78.0,30.67,-20.33,136.67,135.67,42.33,28.0,23.33,39.67,19.0,-11.67,89,53,24,24,26,15,9,9,13,22,WC Qualification Europe
1151,50.0,50.0,70.5,72.0,76.0,71.0,-5.5,1.0,146.5,143.0,32.0,38.5,40.5,35.5,-8.5,3.0,70,88,16,21,25,8,22,26,21,19,WC Qualification Europe
1152,100.0,33.33,86.33,71.0,70.67,85.67,15.67,-14.67,157.0,156.67,40.67,34.0,33.67,44.0,7.0,-10.0,86,62,21,24,22,19,17,12,14,19,WC Qualification Europe
1153,50.0,0.0,78.5,73.5,78.5,80.0,0.0,-6.5,157.0,153.5,38.0,32.0,37.0,37.0,1.0,-5.0,77,73,15,16,20,26,16,14,22,21,WC Qualification Europe
1154,0.0,100.0,66.0,85.5,87.5,65.0,-21.5,20.5,153.5,150.5,29.0,41.5,44.5,29.5,-15.5,12.0,61,91,7,17,23,14,24,21,26,20,Eurobasket Qualifiers
1155,100.0,50.0,91.0,85.5,75.0,83.0,16.0,2.5,166.0,168.5,39.5,48.0,45.0,35.0,-5.5,13.0,95,87,21,15,31,28,27,25,20,15,Eurobasket Qualifiers
1156,0.0,50.0,68.5,74.0,85.5,69.5,-17.0,4.5,154.0,143.5,37.0,37.0,41.0,34.0,-4.0,3.0,56,84,14,13,15,14,18,23,21,22,Eurobasket Qualifiers
1157,50.0,50.0,78.0,85.0,79.5,75.0,-1.5,10.0,157.5,160.0,42.5,40.5,32.5,36.5,10.0,4.0,92,90,28,21,24,19,25,19,28,18,Eurobasket Qualifiers
1158,0.0,100.0,71.5,92.5,85.5,87.5,-14.0,5.0,157.0,180.0,32.0,42.5,40.5,44.0,-8.5,-1.5,85,91,19,21,25,20,22,22,21,26,Eurobasket Qualifiers
1159,100.0,50.0,84.5,80.5,75.5,78.5,9.0,2.0,160.0,159.0,46.5,36.0,28.5,44.5,18.0,-8.5,84,73,33,17,13,21,9,19,19,26,Eurobasket Qualifiers
1160,75.0,0.0,78.75,64.0,66.0,76.33,12.75,-12.33,144.75,140.33,40.25,33.67,35.0,35.0,5.25,-1.33,81,62,18,22,21,20,10,23,11,18,TBL
1161,25.0,75.0,77.0,79.75,77.5,74.5,-0.5,5.25,154.5,154.25,39.25,42.75,38.75,39.75,0.5,3.0,73,80,23,14,12,24,24,21,16,19,TBL
1162,33.33,33.33,79.0,87.67,83.33,82.33,-4.33,5.33,162.33,170.0,42.0,41.33,45.67,42.33,-3.67,-1.0,76,97,16,24,19,17,33,19,24,21,TBL
1163,66.67,50.0,88.67,84.5,82.33,87.5,6.33,-3.0,171.0,172.0,45.67,33.0,39.67,40.5,6.0,-7.5,81,87,25,12,18,26,15,19,18,35,NBB
1164,50.0,33.33,74.5,67.0,78.0,78.67,-3.5,-11.67,152.5,145.67,32.0,32.33,38.0,33.67,-6.0,-1.33,76,72,15,13,17,31,17,17,16,22,BBL Cup
1165,83.33,25.0,89.33,79.25,78.17,83.0,11.17,-3.75,167.5,162.25,42.33,40.5,40.67,41.5,1.67,-1.0,,,,,,,,,,,KLS
1166,50.0,80.0,79.0,83.2,82.0,75.2,-3.0,8.0,161.0,158.4,38.5,36.4,36.25,36.2,2.25,0.2,81,96,22,26,21,12,24,18,31,23,KLS
1167,75.0,33.33,79.25,86.17,74.25,88.5,5.0,-2.33,153.5,174.67,43.75,46.0,37.75,45.83,6.0,0.17,91,88,33,24,17,17,18,27,26,17,KLS
1168,80.0,60.0,84.2,81.4,71.2,80.4,13.0,1.0,155.4,161.8,44.0,39.4,38.2,44.6,5.8,-5.2,79,84,28,14,21,16,16,21,25,22,1. SKL
1169,0.0,50.0,74.33,80.5,75.67,79.25,-1.33,1.25,150.0,159.75,38.33,40.5,44.0,42.25,-5.67,-1.75,62,65,14,18,12,18,23,14,19,9,Bundesliga
1170,40.0,100.0,66.0,76.33,78.4,71.33,-12.4,5.0,144.4,147.67,37.4,32.67,36.0,40.67,1.4,-8.0,71,75,21,26,18,6,10,17,23,25,Super League 1
1171,50.0,33.33,67.5,63.0,67.5,62.67,0.0,0.33,135.0,125.67,33.0,29.33,32.5,27.67,0.5,1.67,67,61,20,11,16,20,16,18,13,14,FIBA Americup Qualifiers
1172,33.33,33.33,69.67,63.0,68.67,62.67,1.0,0.33,138.33,125.67,33.0,29.33,29.67,27.67,3.33,1.67,86,77,15,18,20,11,10,18,25,11,FIBA Americup Qualifiers
1173,50.0,0.0,82.5,78.0,72.5,89.5,10.0,-11.5,155.0,167.5,39.5,31.5,34.0,42.0,5.5,-10.5,97,77,32,10,21,34,8,20,23,26,FIBA Americup Qualifiers
1174,100.0,0.0,77.67,68.67,64.33,84.0,13.33,-15.33,142.0,152.67,41.33,30.0,33.0,43.33,8.33,-13.33,73,50,30,16,13,14,5,22,15,8,FIBA Americup Qualifiers
1175,0.0,100.0,50.0,61.0,61.0,50.0,-11.0,11.0,111.0,111.0,26.0,35.0,35.0,26.0,-9.0,9.0,50,61,22,4,8,16,19,16,17,9,AfroBasket Qualifiers
1176,0.0,100.0,79.0,95.0,95.0,79.0,-16.0,16.0,174.0,174.0,36.0,53.0,53.0,36.0,-17.0,17.0,79,95,23,13,20,23,24,29,18,24,AfroBasket Qualifiers
1177,100.0,0.0,77.0,64.0,64.0,77.0,13.0,-13.0,141.0,141.0,43.0,42.0,42.0,43.0,1.0,-1.0,77,64,27,16,16,18,16,26,11,11,AfroBasket Qualifiers
1178,0.0,100.0,62.0,83.0,83.0,62.0,-21.0,21.0,145.0,145.0,28.0,47.0,47.0,28.0,-19.0,19.0,62,83,13,15,24,10,22,25,19,17,AfroBasket Qualifiers
1179,100.0,0.0,94.0,90.0,90.0,94.0,4.0,-4.0,184.0,184.0,40.0,38.0,38.0,40.0,2.0,-2.0,94,90,15,25,34,20,15,23,26,26,AfroBasket Qualifiers
1180,0.0,100.0,82.0,91.0,91.0,82.0,-9.0,9.0,173.0,173.0,38.0,44.0,44.0,38.0,-6.0,6.0,82,91,20,18,21,23,21,23,23,24,AfroBasket Qualifiers
1181,83.33,83.33,89.33,85.0,53.83,62.67,35.5,22.33,143.17,147.67,46.0,43.67,27.67,34.33,18.33,9.33,76,90,20,27,13,16,18,30,22,20,Asia Cup Qualifier
1182,100.0,57.14,86.67,84.71,54.67,67.71,32.0,17.0,141.33,152.43,42.67,43.29,29.33,33.0,13.33,10.29,71,64,22,16,11,22,12,21,15,16,Asia Cup Qualifier
1183,0.0,33.33,59.0,57.33,61.0,72.0,-2.0,-14.67,120.0,129.33,33.0,32.67,37.0,32.67,-4.0,0.0,59,61,20,13,19,7,18,19,21,3,Asia Cup Qualifier
1184,40.0,60.0,77.2,86.2,73.6,83.8,3.6,2.4,150.8,170.0,40.6,37.6,31.0,41.6,9.6,-4.0,86,90,17,26,21,22,16,17,26,31,Euroleague
1185,40.0,66.67,79.2,80.33,78.2,79.83,1.0,0.5,157.4,160.17,39.6,38.83,39.2,39.33,0.4,-0.5,83,76,18,26,16,23,13,22,19,22,Euroleague
1186,25.0,60.0,68.75,76.8,76.5,71.6,-7.75,5.2,145.25,148.4,38.5,40.4,37.25,37.6,1.25,2.8,80,68,25,20,20,15,19,17,17,15,Euroleague
1187,50.0,100.0,68.5,89.0,80.5,67.0,-12.0,22.0,149.0,156.0,42.5,51.0,44.5,37.5,-2.0,13.5,62,90,19,17,15,11,27,20,23,20,Eurobasket Qualifiers
1188,50.0,50.0,86.5,75.5,84.5,75.5,2.0,0.0,171.0,151.0,44.0,40.0,42.5,47.5,1.5,-7.5,76,80,22,24,13,17,21,17,22,20,Eurobasket Qualifiers
1189,50.0,0.0,68.5,66.0,72.5,75.0,-4.0,-9.0,141.0,141.0,36.5,31.0,40.0,39.5,-3.5,-8.5,78,76,15,23,18,22,18,24,12,22,Eurobasket Qualifiers
1190,100.0,0.0,75.5,71.0,59.0,83.0,16.5,-12.0,134.5,154.0,43.0,31.0,22.0,46.0,21.0,-15.0,79,62,24,21,12,22,7,17,19,19,Eurobasket Qualifiers
1191,50.0,50.0,68.5,74.0,76.0,69.5,-7.5,4.5,144.5,143.5,30.0,40.0,42.5,30.5,-12.5,9.5,56,79,5,15,17,19,24,22,16,17,Eurobasket Qualifiers
1192,50.0,50.0,78.5,73.0,74.5,79.5,4.0,-6.5,153.0,152.5,40.0,38.0,36.0,39.5,4.0,-1.5,74,80,24,15,16,19,18,20,21,21,Eurobasket Qualifiers
1193,50.0,50.0,69.5,81.0,70.0,75.5,-0.5,5.5,139.5,156.5,35.0,39.5,38.0,33.0,-3.0,6.5,66,77,21,9,20,16,20,22,22,13,Eurobasket Qualifiers
1194,50.0,0.0,76.5,56.0,59.5,80.5,17.0,-24.5,136.0,136.5,39.5,27.5,30.5,42.5,9.0,-15.0,88,49,22,23,22,21,11,10,18,10,Eurobasket Qualifiers
1195,50.0,100.0,77.0,79.75,75.5,69.0,1.5,10.75,152.5,148.75,40.0,38.25,35.0,31.75,5.0,6.5,69,86,26,7,18,18,19,15,21,31,TBL
1196,50.0,100.0,71.5,70.67,72.0,61.33,-0.5,9.33,143.5,132.0,41.0,35.0,35.5,34.33,5.5,0.67,57,59,16,21,12,8,15,17,14,13,BBL Cup
1197,100.0,50.0,100.5,72.0,61.0,84.0,39.5,-12.0,161.5,156.0,53.5,35.0,27.0,41.0,26.5,-6.0,95,58,25,25,27,18,16,15,13,14,BBL Cup
1198,75.0,50.0,88.25,82.0,85.0,81.5,3.25,0.5,173.25,163.5,45.25,46.5,46.25,47.75,-1.0,-1.25,86,90,26,25,15,20,28,28,20,14,NBL
1199,100.0,33.33,90.5,82.67,68.0,79.67,22.5,3.0,158.5,162.33,47.5,40.33,31.5,38.67,16.0,1.67,84,72,28,18,17,21,22,12,15,23,Super League 1
